"","lemma","Polarity","Emotion_Category","Personality"
"19911","格格不入","N",NA,NA
"19912","格外","N",NA,NA
"19913","格於成例","N",NA,NA
"19914","隔岸观火","N",NA,NA
"19915","隔阂","N",NA,NA
"19916","隔绝","N",NA,NA
"19917","隔绝掉","N",NA,NA
"19918","隔开","N",NA,NA
"19919","隔离","N",NA,NA
"19920","隔膜","N",NA,NA
"19921","隔皮断货","N",NA,NA
"19922","隔墙有耳","N",NA,NA
"19923","隔三差五","N",NA,NA
"19924","隔心","N",NA,NA
"19925","隔靴爬痒","N",NA,NA
"19926","隔靴搔痒","N",NA,NA
"19927","隔靴抓痒","N",NA,NA
"19928","隔音","N",NA,NA
"19929","膈应","N",NA,NA
"19930","个协","N",NA,NA
"19931","各奔前程","N",NA,NA
"19932","各奔前程","P",NA,NA
"19933","各别","N",NA,NA
"19934","各不相谋","N",NA,NA
"19935","各持己见","N",NA,NA
"19936","各从其志","N",NA,NA
"19937","各为其主","N",NA,NA
"19938","各行其是","N",NA,NA
"19939","各自为政","N",NA,NA
"19940","给水","N",NA,NA
"19941","给我死","N",NA,NA
"19942","根底","N",NA,NA
"19943","根脚","N",NA,NA
"19944","根绝","N",NA,NA
"19945","根蟠节错","N",NA,NA
"19946","根深蒂固","N",NA,NA
"19947","根子","N",NA,NA
"19948","跟不上","N",NA,NA
"19949","跟脚","N",NA,NA
"19950","跟头","N",NA,NA
"19951","埂子","N",NA,NA
"19952","耿耿于怀","N",NA,NA
"19953","梗塞","N",NA,NA
"19954","梗顽不化","N",NA,NA
"19955","梗阻","N",NA,NA
"19956","更恶劣","N",NA,NA
"19957","更恶劣的事","N",NA,NA
"19958","更坏","N",NA,NA
"19959","更坏的事","N",NA,NA
"19960","更贱","N",NA,NA
"19961","更年期","N",NA,NA
"19962","更呕","N",NA,NA
"19963","工棚","N",NA,NA
"19964","工伤","N",NA,NA
"19965","工稳","N",NA,NA
"19966","工稳","P",NA,NA
"19967","工作过度","N",NA,NA
"19968","弓影杯蛇","N",NA,NA
"19969","公报私仇","N",NA,NA
"19970","公报私雠","N",NA,NA
"19971","公德","N",NA,NA
"19972","公敌","N",NA,NA
"19973","公愤","N",NA,NA
"19974","公害","N",NA,NA
"19975","公汽","N",NA,NA
"19976","公式","N",NA,NA
"19977","公私不分","N",NA,NA
"19978","公诉","N",NA,NA
"19979","公选","N",NA,NA
"19980","公章","N",NA,NA
"19981","功败垂成","N",NA,NA
"19982","功成骨枯","N",NA,NA
"19983","功亏一篑","N",NA,NA
"19984","功利","N",NA,NA
"19985","功利主义","N",NA,NA
"19986","功利主义者","N",NA,NA
"19987","攻击","N",NA,NA
"19988","攻击性","N",NA,NA
"19989","攻讦","N",NA,NA
"19990","攻守同盟","N",NA,NA
"19991","攻心","N",NA,NA
"19992","攻占","N",NA,NA
"19993","供大于求","N",NA,NA
"19994","供电系统","N",NA,NA
"19995","供认","N",NA,NA
"19996","供认不讳","N",NA,NA
"19997","宫刑","N",NA,NA
"19998","恭惟","N",NA,NA
"19999","恭维","N",NA,NA
"20000","恭维","P",NA,NA
"20001","巩固","N",NA,NA
"20002","拱手让人","N",NA,NA
"20003","拱手听命","N",NA,NA
"20004","共谋","N",NA,NA
"20005","勾搭","N",NA,NA
"20006","勾当","N",NA,NA
"20007","勾股定理","N",NA,NA
"20008","勾结","N",NA,NA
"20009","勾连","N",NA,NA
"20010","勾心斗角","N",NA,NA
"20011","沟壑","N",NA,NA
"20012","沟渠","N",NA,NA
"20013","钩深图远","N",NA,NA
"20014","钩心斗角","N",NA,NA
"20015","钩章棘句","N",NA,NA
"20016","钩爪锯牙","N",NA,NA
"20017","狗傍人势","N",NA,NA
"20018","狗逮老鼠","N",NA,NA
"20019","狗党狐朋","N",NA,NA
"20020","狗党狐群","N",NA,NA
"20021","狗盗鸡鸣","N",NA,NA
"20022","狗盗鸡啼","N",NA,NA
"20023","狗盗鼠窃","N",NA,NA
"20024","狗肺狼心","N",NA,NA
"20025","狗苟蝇营","N",NA,NA
"20026","狗急跳墙","N",NA,NA
"20027","狗口里生不出象牙","N",NA,NA
"20028","狗口里吐不出象牙","N",NA,NA
"20029","狗拿耗子","N",NA,NA
"20030","狗男女","N",NA,NA
"20031","狗皮膏药","N",NA,NA
"20032","狗日","N",NA,NA
"20033","狗生","N",NA,NA
"20034","狗偷鼠窃","N",NA,NA
"20035","狗头军师","N",NA,NA
"20036","狗头鼠脑","N",NA,NA
"20037","狗尾貂续","N",NA,NA
"20038","狗尾续貂","N",NA,NA
"20039","狗心狗行","N",NA,NA
"20040","狗行狼心","N",NA,NA
"20041","狗熊","N",NA,NA
"20042","狗续貂尾","N",NA,NA
"20043","狗续侯冠","N",NA,NA
"20044","狗续金貂","N",NA,NA
"20045","狗血","N",NA,NA
"20046","狗血喷头","N",NA,NA
"20047","狗眼","N",NA,NA
"20048","狗眼看人","N",NA,NA
"20049","狗眼看人低","N",NA,NA
"20050","狗咬狗","N",NA,NA
"20051","狗咬吕洞宾","N",NA,NA
"20052","狗杂碎","N",NA,NA
"20053","狗仗官势","N",NA,NA
"20054","狗仗人势","N",NA,NA
"20055","狗真","N",NA,NA
"20056","狗彘不若","N",NA,NA
"20057","狗追耗子","N",NA,NA
"20058","狗走狐淫","N",NA,NA
"20059","狗嘴里吐不出象牙","N",NA,NA
"20060","狗嘴吐不出象牙","N",NA,NA
"20061","苟合","N",NA,NA
"20062","苟合取容","N",NA,NA
"20063","苟且偷安","N",NA,NA
"20064","苟且偷生","N",NA,NA
"20065","苟延残喘","N",NA,NA
"20066","构陷","N",NA,NA
"20067","诟病","N",NA,NA
"20068","诟骂","N",NA,NA
"20069","购销","N",NA,NA
"20070","够不爽","N",NA,NA
"20071","够了","N",NA,NA
"20072","够了没","N",NA,NA
"20073","够呛","N",NA,NA
"20074","够戗","N",NA,NA
"20075","够受的","N",NA,NA
"20076","彀中","N",NA,NA
"20077","搆陷","N",NA,NA
"20078","呱嗒","N",NA,NA
"20079","呱哒","N",NA,NA
"20080","咕咕","N",NA,NA
"20081","咕噜噜","N",NA,NA
"20082","咕哝","N",NA,NA
"20083","咕哝着说","N",NA,NA
"20084","姑舅","N",NA,NA
"20085","姑宽","N",NA,NA
"20086","姑妄听之","N",NA,NA
"20087","姑息养奸","N",NA,NA
"20088","孤雏腐鼠","N",NA,NA
"20089","孤雌寡鹤","N",NA,NA
"20090","孤单","N",NA,NA
"20091","孤单单","N",NA,NA
"20092","孤独","N",NA,NA
"20093","孤独的人","N",NA,NA
"20094","孤独感","N",NA,NA
"20095","孤恩负德","N",NA,NA
"20096","孤恩负义","N",NA,NA
"20097","孤儿寡母","N",NA,NA
"20098","孤兒寡妇","N",NA,NA
"20099","孤芳自赏","N",NA,NA
"20100","孤负","N",NA,NA
"20101","孤高自诩","N",NA,NA
"20102","孤孤单单","N",NA,NA
"20103","孤寡","N",NA,NA
"20104","孤寒","N",NA,NA
"20105","孤魂野鬼","N",NA,NA
"20106","孤家寡人","N",NA,NA
"20107","孤苦","N",NA,NA
"20108","孤苦仃俜","N",NA,NA
"20109","孤苦伶仃","N",NA,NA
"20110","孤立","N",NA,NA
"20111","孤立无援","N",NA,NA
"20112","孤立无助","N",NA,NA
"20113","孤零零","N",NA,NA
"20114","孤陋寡闻","N",NA,NA
"20115","孤鸾照镜","N",NA,NA
"20116","孤豚腐鼠","N",NA,NA
"20117","孤行","N",NA,NA
"20118","孤行吊影","N",NA,NA
"20119","孤行几见","N",NA,NA
"20120","孤行己见","N",NA,NA
"20121","孤行一意","N",NA,NA
"20122","孤行已见","N",NA,NA
"20123","孤形吊影","N",NA,NA
"20124","沽激虚名","N",NA,NA
"20125","沽名","N",NA,NA
"20126","沽名吊誉","N",NA,NA
"20127","沽名钓誉","N",NA,NA
"20128","沽名干誉","N",NA,NA
"20129","沽名卖直","N",NA,NA
"20130","沽名要誉","N",NA,NA
"20131","沽誉钓名","N",NA,NA
"20132","沽誉买直","N",NA,NA
"20133","辜负","N",NA,NA
"20134","古怪的人","N",NA,NA
"20135","古汉","N",NA,NA
"20136","古音","N",NA,NA
"20137","谷底","N",NA,NA
"20138","谷种","N",NA,NA
"20139","股匪","N",NA,NA
"20140","股息","N",NA,NA
"20141","骨刺","N",NA,NA
"20142","骨董","N",NA,NA
"20143","骨鲠在喉","N",NA,NA
"20144","骨膜","N",NA,NA
"20145","骨肉未寒","N",NA,NA
"20146","骨肉相残","N",NA,NA
"20147","骨软筋麻","N",NA,NA
"20148","骨瘦如柴","N",NA,NA
"20149","骨瘦形销","N",NA,NA
"20150","骨腾肉飞","N",NA,NA
"20151","骨折","N",NA,NA
"20152","骨质增生","N",NA,NA
"20153","蛊惑","N",NA,NA
"20154","蛊惑人心","N",NA,NA
"20155","鼓板","N",NA,NA
"20156","鼓吹","N",NA,NA
"20157","鼓脣弄舌","N",NA,NA
"20158","鼓脣摇舌","N",NA,NA
"20159","鼓脣咋舌","N",NA,NA
"20160","鼓捣","N",NA,NA
"20161","鼓动","N",NA,NA
"20162","鼓腹而游","N",NA,NA
"20163","鼓惑","N",NA,NA
"20164","鼓睛暴眼","N",NA,NA
"20165","鼓脑争头","N",NA,NA
"20166","鼓舌","N",NA,NA
"20167","鼓舌摇脣","N",NA,NA
"20168","鼓吻奋爪","N",NA,NA
"20169","鼓眼努睛","N",NA,NA
"20170","鼓噪","N",NA,NA
"20171","鼓噪而起","N",NA,NA
"20172","鹘突","N",NA,NA
"20173","瞽言妄举","N",NA,NA
"20174","固步自封","N",NA,NA
"20175","固守","N",NA,NA
"20176","固守","P",NA,NA
"20177","固执","N",NA,NA
"20178","固执成见","N",NA,NA
"20179","固执己见","N",NA,NA
"20180","固执已见","N",NA,NA
"20181","故步自画","N",NA,NA
"20182","故伎重演","N",NA,NA
"20183","故技重施","N",NA,NA
"20184","故技重演","N",NA,NA
"20185","故弄虚玄","N",NA,NA
"20186","故弄玄虚","N",NA,NA
"20187","故甚其词","N",NA,NA
"20188","故态复还","N",NA,NA
"20189","故态复萌","N",NA,NA
"20190","故意刁难","N",NA,NA
"20191","故意少给","N",NA,NA
"20192","故障","N",NA,NA
"20193","故作高深","N",NA,NA
"20194","故作玄虚","N",NA,NA
"20195","顾此失彼","N",NA,NA
"20196","顾而言他","N",NA,NA
"20197","顾后瞻前","N",NA,NA
"20198","顾景惭形","N",NA,NA
"20199","顾虑","N",NA,NA
"20200","顾虑重重","N",NA,NA
"20201","顾念","N",NA,NA
"20202","顾前不顾后","N",NA,NA
"20203","顾犬补牢","N",NA,NA
"20204","顾头不顾尾","N",NA,NA
"20205","顾小失大","N",NA,NA
"20206","顾影弄姿","N",NA,NA
"20207","顾影自怜","N",NA,NA
"20208","痼疾","N",NA,NA
"20209","瓜分","N",NA,NA
"20210","瓜蔓抄","N",NA,NA
"20211","瓜仁","N",NA,NA
"20212","瓜田李下","N",NA,NA
"20213","瓜田李下之嫌","N",NA,NA
"20214","刮出","N",NA,NA
"20215","刮出刺耳声","N",NA,NA
"20216","刮地皮","N",NA,NA
"20217","刮掉","N",NA,NA
"20218","刮风","N",NA,NA
"20219","刮垢磨光","N",NA,NA
"20220","刮落","N",NA,NA
"20221","刮野扫地","N",NA,NA
"20222","刮走","N",NA,NA
"20223","聒耳","N",NA,NA
"20224","聒噪","N",NA,NA
"20225","寡不敌众","N",NA,NA
"20226","寡淡","N",NA,NA
"20227","寡断","N",NA,NA
"20228","寡合","N",NA,NA
"20229","寡欢","N",NA,NA
"20230","寡见少闻","N",NA,NA
"20231","寡了叭叽","N",NA,NA
"20232","寡廉鲜耻","N",NA,NA
"20233","寡情","N",NA,NA
"20234","寡情薄意","N",NA,NA
"20235","寡头","N",NA,NA
"20236","寡味","N",NA,NA
"20237","寡闻少见","N",NA,NA
"20238","寡言","N",NA,NA
"20239","寡言少语","N",NA,NA
"20240","挂彩","N",NA,NA
"20241","挂号","N",NA,NA
"20242","挂花","N",NA,NA
"20243","挂怀","N",NA,NA
"20244","挂火","N",NA,NA
"20245","挂记","N",NA,NA
"20246","挂累","N",NA,NA
"20247","挂零","N",NA,NA
"20248","挂虑","N",NA,NA
"20249","挂名","N",NA,NA
"20250","挂念","N",NA,NA
"20251","挂气","N",NA,NA
"20252","挂牵","N",NA,NA
"20253","挂牵","P",NA,NA
"20254","挂失","N",NA,NA
"20255","挂心","N",NA,NA
"20256","挂羊头卖狗肉","N",NA,NA
"20257","挂一漏万","N",NA,NA
"20258","乖舛","N",NA,NA
"20259","乖脣蜜舌","N",NA,NA
"20260","乖刺","N",NA,NA
"20261","乖蹇","N",NA,NA
"20262","乖剌","N",NA,NA
"20263","乖谬","N",NA,NA
"20264","乖违","N",NA,NA
"20265","乖张","N",NA,NA
"20266","拐带","N",NA,NA
"20267","拐卖","N",NA,NA
"20268","拐骗","N",NA,NA
"20269","拐弯抹角","N",NA,NA
"20270","拐子","N",NA,NA
"20271","怪诞","N",NA,NA
"20272","怪诞不经","N",NA,NA
"20273","怪诞的事物","N",NA,NA
"20274","怪诞的图样","N",NA,NA
"20275","怪诞的行动","N",NA,NA
"20276","怪话","N",NA,NA
"20277","怪里怪气","N",NA,NA
"20278","怪力乱神","N",NA,NA
"20279","怪模怪样","N",NA,NA
"20280","怪癖","N",NA,NA
"20281","怪圈","N",NA,NA
"20282","怪人","N",NA,NA
"20283","怪声怪气","N",NA,NA
"20284","怪事","N",NA,NA
"20285","怪物","N",NA,NA
"20286","怪形怪状","N",NA,NA
"20287","怪异","N",NA,NA
"20288","怪异的东西","N",NA,NA
"20289","怪异风格","N",NA,NA
"20290","怪雨盲风","N",NA,NA
"20291","怪招","N",NA,NA
"20292","关碍","N",NA,NA
"20293","关掉","N",NA,NA
"20294","关机","N",NA,NA
"20295","关节","N",NA,NA
"20296","关他屁事","N",NA,NA
"20297","关停","N",NA,NA
"20298","关我辟事","N",NA,NA
"20299","关押","N",NA,NA
"20300","关在","N",NA,NA
"20301","观场矮人","N",NA,NA
"20302","观眉说眼","N",NA,NA
"20303","观望不前","N",NA,NA
"20304","官报私仇","N",NA,NA
"20305","官偪民反","N",NA,NA
"20306","官逼民反","N",NA,NA
"20307","官场","N",NA,NA
"20308","官倒","N",NA,NA
"20309","官服","N",NA,NA
"20310","官话","N",NA,NA
"20311","官僚","N",NA,NA
"20312","官僚主义","N",NA,NA
"20313","官迷","N",NA,NA
"20314","官气","N",NA,NA
"20315","官腔","N",NA,NA
"20316","官情纸薄","N",NA,NA
"20317","官商","N",NA,NA
"20318","冠屦倒施","N",NA,NA
"20319","冠履倒易","N",NA,NA
"20320","冠履倒置","N",NA,NA
"20321","冠上加冠","N",NA,NA
"20322","管管","N",NA,NA
"20323","管见","N",NA,NA
"20324","管见所及","N",NA,NA
"20325","管窥筐举","N",NA,NA
"20326","管窥蠡测","N",NA,NA
"20327","管窥所及","N",NA,NA
"20328","管窥之见","N",NA,NA
"20329","管理费","N",NA,NA
"20330","管你去死","N",NA,NA
"20331","管我","N",NA,NA
"20332","管辖","N",NA,NA
"20333","管制","N",NA,NA
"20334","管中窥豹","N",NA,NA
"20335","贯盈恶稔","N",NA,NA
"20336","惯犯","N",NA,NA
"20337","惯技","N",NA,NA
"20338","惯家","N",NA,NA
"20339","惯窃","N",NA,NA
"20340","惯偷","N",NA,NA
"20341","惯贼","N",NA,NA
"20342","惯纵","N",NA,NA
"20343","灌夫骂坐","N",NA,NA
"20344","灌输","N",NA,NA
"20345","光蛋","N",NA,NA
"20346","光棍","N",NA,NA
"20347","光缆","N",NA,NA
"20348","光秃秃","N",NA,NA
"20349","光长","N",NA,NA
"20350","咣当","N",NA,NA
"20351","广一模","N",NA,NA
"20352","广种薄收","N",NA,NA
"20353","逛荡","N",NA,NA
"20354","归除","N",NA,NA
"20355","归咎","N",NA,NA
"20356","归咎於","N",NA,NA
"20357","归心","N",NA,NA
"20358","归心","P",NA,NA
"20359","归心如箭","N",NA,NA
"20360","归罪","N",NA,NA
"20361","龟冷支床","N",NA,NA
"20362","龟毛兔角","N",NA,NA
"20363","龟缩","N",NA,NA
"20364","龟玉毁椟","N",NA,NA
"20365","规避","N",NA,NA
"20366","规求无度","N",NA,NA
"20367","规行矩止","N",NA,NA
"20368","规章制度","N",NA,NA
"20369","傀儡","N",NA,NA
"20370","佹形僪状","N",NA,NA
"20371","诡辩","N",NA,NA
"20372","诡不诡异","N",NA,NA
"20373","诡诞","N",NA,NA
"20374","诡诞不经","N",NA,NA
"20375","诡计","N",NA,NA
"20376","诡计多端","N",NA,NA
"20377","诡谲","N",NA,NA
"20378","诡秘","N",NA,NA
"20379","诡密","N",NA,NA
"20380","诡衔窃辔","N",NA,NA
"20381","诡形奇制","N",NA,NA
"20382","诡雅异俗","N",NA,NA
"20383","诡言浮说","N",NA,NA
"20384","诡异","N",NA,NA
"20385","诡诈","N",NA,NA
"20386","鬼东西","N",NA,NA
"20387","鬼怪","N",NA,NA
"20388","鬼鬼祟祟的人","N",NA,NA
"20389","鬼鬼祟祟做事","N",NA,NA
"20390","鬼话","N",NA,NA
"20391","鬼话连篇","N",NA,NA
"20392","鬼火","N",NA,NA
"20393","鬼计百端","N",NA,NA
"20394","鬼计多端","N",NA,NA
"20395","鬼叫","N",NA,NA
"20396","鬼瞰高明","N",NA,NA
"20397","鬼瞰其室","N",NA,NA
"20398","鬼哭神愁","N",NA,NA
"20399","鬼哭神号","N",NA,NA
"20400","鬼哭神惊","N",NA,NA
"20401","鬼哭天愁","N",NA,NA
"20402","鬼烂神焦","N",NA,NA
"20403","鬼魅","N",NA,NA
"20404","鬼魅伎俩","N",NA,NA
"20405","鬼迷心窍","N",NA,NA
"20406","鬼迷心窍","P",NA,NA
"20407","鬼魔","N",NA,NA
"20408","鬼怕恶人","N",NA,NA
"20409","鬼泣神嚎","N",NA,NA
"20410","鬼泣神号","N",NA,NA
"20411","鬼使神差","N",NA,NA
"20412","鬼祟","N",NA,NA
"20413","鬼胎","N",NA,NA
"20414","鬼天","N",NA,NA
"20415","鬼天气","N",NA,NA
"20416","鬼头鬼脑","N",NA,NA
"20417","鬼头滑脑","N",NA,NA
"20418","鬼吾望","N",NA,NA
"20419","鬼物","N",NA,NA
"20420","鬼一","N",NA,NA
"20421","鬼蜮","N",NA,NA
"20422","鬼蜮伎俩","N",NA,NA
"20423","鬼蜮技俩","N",NA,NA
"20424","鬼知","N",NA,NA
"20425","鬼抓狼嚎","N",NA,NA
"20426","鬼子","N",NA,NA
"20427","刿鉥肝肾","N",NA,NA
"20428","刿鉥心腑","N",NA,NA
"20429","刿心刳肺","N",NA,NA
"20430","刿心刳腹","N",NA,NA
"20431","刿心鉥肾","N",NA,NA
"20432","柜员","N",NA,NA
"20433","贵","N",NA,NA
"20434","贵不期骄","N",NA,NA
"20435","贵不召骄","N",NA,NA
"20436","贵耳贱目","N",NA,NA
"20437","贵古贱今","N",NA,NA
"20438","贵人多忘","N",NA,NA
"20439","贵人多忘事","N",NA,NA
"20440","贵少贱老","N",NA,NA
"20441","贵远鄙近","N",NA,NA
"20442","贵远贱近","N",NA,NA
"20443","贵壮贱老","N",NA,NA
"20444","贵壮贱弱","N",NA,NA
"20445","桂丹路","N",NA,NA
"20446","跪倒","N",NA,NA
"20447","跪求","N",NA,NA
"20448","衮衮诸公","N",NA,NA
"20449","滚出去","N",NA,NA
"20450","滚蛋","N",NA,NA
"20451","滚回去","N",NA,NA
"20452","滚开","N",NA,NA
"20453","滚烫","N",NA,NA
"20454","滚远","N",NA,NA
"20455","棍打","N",NA,NA
"20456","国别","N",NA,NA
"20457","国步艰难","N",NA,NA
"20458","国耻","N",NA,NA
"20459","国仇家恨","N",NA,NA
"20460","国道","N",NA,NA
"20461","国故","N",NA,NA
"20462","国故","P",NA,NA
"20463","国际私法","N",NA,NA
"20464","国难","N",NA,NA
"20465","国贼","N",NA,NA
"20466","果库","N",NA,NA
"20467","果蝇","N",NA,NA
"20468","果于自信","N",NA,NA
"20469","果越","N",NA,NA
"20470","裹乱","N",NA,NA
"20471","裹尸布","N",NA,NA
"20472","裹胁","N",NA,NA
"20473","裹挟","N",NA,NA
"20474","过磅","N",NA,NA
"20475","过饱","N",NA,NA
"20476","过不去","N",NA,NA
"20477","过秤","N",NA,NA
"20478","过错","N",NA,NA
"20479","过当","N",NA,NA
"20480","过道","N",NA,NA
"20481","过得去","N",NA,NA
"20482","过度","N",NA,NA
"20483","过度的疲劳","N",NA,NA
"20484","过多","N",NA,NA
"20485","过分","N",NA,NA
"20486","过分操心","N",NA,NA
"20487","过分单纯化","N",NA,NA
"20488","过份","N",NA,NA
"20489","过火","N",NA,NA
"20490","过激","N",NA,NA
"20491","过街老鼠","N",NA,NA
"20492","过节","N",NA,NA
"20493","过梁","N",NA,NA
"20494","过量","N",NA,NA
"20495","过虑","N",NA,NA
"20496","过敏","N",NA,NA
"20497","过气","N",NA,NA
"20498","过强","N",NA,NA
"20499","过桥抽板","N",NA,NA
"20500","过热","N",NA,NA
"20501","过少","N",NA,NA
"20502","过甚其词","N",NA,NA
"20503","过甚其辞","N",NA,NA
"20504","过剩","N",NA,NA
"20505","过失","N",NA,NA
"20506","过时","N",NA,NA
"20507","过世","N",NA,NA
"20508","过速","N",NA,NA
"20509","过头","N",NA,NA
"20510","过屠大嚼","N",NA,NA
"20511","过意","N",NA,NA
"20512","过意不去","N",NA,NA
"20513","过犹不及","N",NA,NA
"20514","过早","N",NA,NA
"20515","哈哈儿","N",NA,NA
"20516","哈吉马","N",NA,NA
"20517","哈热","N",NA,NA
"20518","咳声叹气","N",NA,NA
"20519","还不够乱吗","N",NA,NA
"20520","还贷","N",NA,NA
"20521","还会做什麽","N",NA,NA
"20522","还击","N",NA,NA
"20523","还可以","N",NA,NA
"20524","还款","N",NA,NA
"20525","还手","N",NA,NA
"20526","还想怎样","N",NA,NA
"20527","还债","N",NA,NA
"20528","还账","N",NA,NA
"20529","还珠买椟","N",NA,NA
"20530","还嘴","N",NA,NA
"20531","孩子气","N",NA,NA
"20532","海盗","N",NA,NA
"20533","海底捞月","N",NA,NA
"20534","海底捞针","N",NA,NA
"20535","海匪","N",NA,NA
"20536","海难","N",NA,NA
"20537","海市蜃楼","N",NA,NA
"20538","海损","N",NA,NA
"20539","海中捞月","N",NA,NA
"20540","骇愕","N",NA,NA
"20541","骇怪","N",NA,NA
"20542","骇惧","N",NA,NA
"20543","骇目惊心","N",NA,NA
"20544","骇怕","N",NA,NA
"20545","骇然失色","N",NA,NA
"20546","骇人视听","N",NA,NA
"20547","骇人听闻","N",NA,NA
"20548","骇人闻见","N",NA,NA
"20549","骇人闻听","N",NA,NA
"20550","骇心动目","N",NA,NA
"20551","骇异","N",NA,NA
"20552","骇状殊形","N",NA,NA
"20553","害惨","N",NA,NA
"20554","害虫","N",NA,NA
"20555","害处","N",NA,NA
"20556","害群之马","N",NA,NA
"20557","害人不浅","N",NA,NA
"20558","害死","N",NA,NA
"20559","酣歌恆舞","N",NA,NA
"20560","酣歌醉舞","N",NA,NA
"20561","鼾声","N",NA,NA
"20562","含悲","N",NA,NA
"20563","含愤","N",NA,NA
"20564","含垢藏疾","N",NA,NA
"20565","含垢藏瑕","N",NA,NA
"20566","含垢纳污","N",NA,NA
"20567","含垢弃瑕","N",NA,NA
"20568","含含糊糊","N",NA,NA
"20569","含恨在心","N",NA,NA
"20570","含糊不清","N",NA,NA
"20571","含糊地说","N",NA,NA
"20572","含糊地说话","N",NA,NA
"20573","含糊话","N",NA,NA
"20574","含糊其词","N",NA,NA
"20575","含糊其辞","N",NA,NA
"20576","含混不清","N",NA,NA
"20577","含家","N",NA,NA
"20578","含泪","N",NA,NA
"20579","含血喷人","N",NA,NA
"20580","含牙带角","N",NA,NA
"20581","含牙戴角","N",NA,NA
"20582","含有特定意味","N",NA,NA
"20583","含冤","N",NA,NA
"20584","含冤受屈","N",NA,NA
"20585","含怨","N",NA,NA
"20586","邯郸匍匐","N",NA,NA
"20587","邯郸学步","N",NA,NA
"20588","涵容","N",NA,NA
"20589","涵容","P",NA,NA
"20590","寒伧","N",NA,NA
"20591","寒颤","N",NA,NA
"20592","寒碜","N",NA,NA
"20593","寒腹短识","N",NA,NA
"20594","寒冷刺骨","N",NA,NA
"20595","寒毛","N",NA,NA
"20596","寒热","N",NA,NA
"20597","寒心酸鼻","N",NA,NA
"20598","寒心消志","N",NA,NA
"20599","韩卢逐逡","N",NA,NA
"20600","韩寿偷香","N",NA,NA
"20601","韩语书","N",NA,NA
"20602","汉奸","N",NA,NA
"20603","汗臭","N",NA,NA
"20604","汗流满面","N",NA,NA
